bait	source	native	name	p_value	term_size	query_size	intersection_size	background_size	precision	recall	genes
NSP5_C145A-Nt	GO:CC	GO:0005789	endoplasmic reticulum membrane	0.006341578572336357	450	31	12	7292	0.3870967741935484	0.02666666666666667	['ATP2A2', 'COPB2', 'HACD3', 'HM13', 'MBOAT7', 'PIGU', 'RAB1B', 'RPN2', 'STT3A', 'STT3B', 'TECR', 'TRAM1']
NSP5_C145A-Nt	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	0.008269571197764981	461	31	12	7292	0.3870967741935484	0.026030368763557483	['ATP2A2', 'COPB2', 'HACD3', 'HM13', 'MBOAT7', 'PIGU', 'RAB1B', 'RPN2', 'STT3A', 'STT3B', 'TECR', 'TRAM1']
NSP5_Ct	REAC	REAC:R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	1.0719478687330158e-26	104	164	34	7292	0.2073170731707317	0.3269230769230769	['DDOST', 'RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPN1', 'RPN2', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9', 'TRAM1']
NSP5_Ct	CORUM	CORUM:306	Ribosome, cytoplasmic	3.7639603823992346e-25	77	164	28	7292	0.17073170731707318	0.36363636363636365	['RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
NSP5_Ct	REAC	REAC:R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	5.662781925696236e-25	106	164	33	7292	0.20121951219512196	0.3113207547169811	['EIF2S1', 'EIF3L', 'EIF4A1', 'RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
NSP5_Ct	REAC	REAC:R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	8.043414122821773e-25	107	164	33	7292	0.20121951219512196	0.308411214953271	['EIF2S1', 'EIF3L', 'EIF4A1', 'RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
NSP5_Ct	REAC	REAC:R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	9.494457951878267e-25	90	164	31	7292	0.18902439024390244	0.34444444444444444	['EIF2S1', 'RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
NSP5_Ct	REAC	REAC:R-HSA-156902	Peptide chain elongation	2.3248522386802297e-24	84	164	30	7292	0.18292682926829268	0.35714285714285715	['RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
NSP5_Ct	REAC	REAC:R-HSA-192823	Viral mRNA Translation	2.3248522386802297e-24	84	164	30	7292	0.18292682926829268	0.35714285714285715	['RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
NSP5_Ct	REAC	REAC:R-HSA-2408557	Selenocysteine synthesis	3.528397849273179e-24	85	164	30	7292	0.18292682926829268	0.35294117647058826	['RPL12', 'RPL13', 'RPL13A', 'RPL15', 'RPL18', 'RPL18A', 'RPL21', 'RPL23', 'RPL26', 'RPL27', 'RPL27A', 'RPL28', 'RPL30', 'RPL32', 'RPL35A', 'RPL36AL', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPS11', 'RPS24', 'RPS27', 'RPS27L', 'RPS3', 'RPS4Y1', 'RPS6', 'RPS7', 'RPS9']
