bait	source	native	name	p_value	term_size	query_size	intersection_size	background_size	precision	recall	intersections
NSP13_Ct	REAC	REAC:R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	9.389974112188789e-39	113	126	35	10588	0.2777777777777778	0.3097345132743363	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPN1', 'DDOST', 'TRAM1', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15', 'RPN2']
NSP13_Ct	GO:CC	GO:0022626	cytosolic ribosome	6.766359011289267e-38	106	140	31	16963	0.2214285714285714	0.2924528301886792	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
NSP13_Ct	GO:BP	GO:0006613	cotranslational protein targeting to membrane	4.721894814352385e-36	98	137	30	15979	0.218978102189781	0.3061224489795918	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'TRAM1', 'RPL3', 'RPL13', 'RPL18', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
NSP13_Ct	REAC	REAC:R-HSA-156902	Peptide chain elongation	1.200316018752764e-35	90	126	31	10588	0.246031746031746	0.3444444444444444	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
NSP13_Ct	REAC	REAC:R-HSA-192823	Viral mRNA Translation	1.200316018752764e-35	90	126	31	10588	0.246031746031746	0.3444444444444444	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
NSP13_Ct	REAC	REAC:R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	1.59441571443822e-35	112	126	33	10588	0.2619047619047619	0.2946428571428572	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'EIF2S1', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15', 'EIF4A1']
NSP13_Ct	REAC	REAC:R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	2.232723284519758e-35	113	126	33	10588	0.2619047619047619	0.2920353982300885	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'EIF2S1', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15', 'EIF4A1']
NSP13_Ct	REAC	REAC:R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	2.308953073095955e-35	102	126	32	10588	0.253968253968254	0.3137254901960784	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'EIF2S1', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
NSP13_Ct	GO:BP	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	2.450991880670337e-35	91	137	29	15979	0.2116788321167883	0.3186813186813187	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPL3', 'RPL13', 'RPL18', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
NSP13_Ct	REAC	REAC:R-HSA-2408557	Selenocysteine synthesis	5.932459792327433e-35	94	126	31	10588	0.246031746031746	0.3297872340425532	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL35A', 'RPL37A', 'RPS6', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPS27L', 'RPL3', 'RPL13', 'RPL18', 'RPL36AL', 'RPS3', 'RPS4X', 'RPS4Y1', 'RPL15']
