bait	source	native	name	p_value	term_size	query_size	intersection_size	background_size	precision	recall	intersections
NSP16_Ct	GO:CC	GO:0005829	cytosol	0.008799353306167886	4850	27	18	16963	0.6666666666666666	0.003711340206185567	['OTUD4', 'SUGT1', 'NFKB1', 'NRIP1', 'AIP', 'USP25', 'UBR5', 'LAP3', 'HPGD', 'CDK5RAP2', 'KLC2', 'IPO8', 'CEP131', 'MYO1C', 'AKAP9', 'PTGES3', 'ARHGAP39', 'SREBF1']
NSP16_Nt	GO:CC	GO:0005759	mitochondrial matrix	4.813583359547494e-18	424	84	25	16963	0.2976190476190476	0.0589622641509434	['DLD', 'ALAS1', 'ACOT9', 'GRSF1', 'NDUFS2', 'GLS', 'TRAP1', 'DBT', 'SUCLA2', 'GLUD1', 'TIMM44', 'CLPX', 'TRMT10C', 'FASTKD5', 'MRPS24', 'MRPS9', 'ETFA', 'ATP5F1A', 'ACOT2', 'NDUFS1', 'PRORP', 'MRPS35', 'LRPPRC', 'FASTKD2', 'NADK2']
NSP16_Nt	GO:CC	GO:0005739	mitochondrion	2.81194517599032e-14	1318	84	34	16963	0.4047619047619048	0.02579666160849772	['DLD', 'ALAS1', 'ACOT9', 'GRSF1', 'NFKB1', 'NDUFS2', 'GLS', 'TRAP1', 'DBT', 'SUCLA2', 'NDUFA10', 'GLUD1', 'TIMM44', 'CLPX', 'CDK5RAP1', 'TRMT10C', 'NDUFV2', 'NDUFV3', 'FASTKD5', 'MRPS24', 'MRPL45', 'PNPT1', 'MRPS9', 'ETFA', 'ATP5F1A', 'ACOT2', 'NDUFS1', 'PRORP', 'MRPS35', 'NOL6', 'LRPPRC', 'FASTKD2', 'NADK2', 'COX5B']
NSP16_Nt	GO:CC	GO:0098798	mitochondrial protein complex	9.881296606712236e-09	261	84	14	16963	0.1666666666666667	0.05363984674329502	['NDUFS2', 'DBT', 'NDUFA10', 'CLPX', 'TRMT10C', 'NDUFV2', 'NDUFV3', 'MRPS24', 'PNPT1', 'MRPS9', 'ATP5F1A', 'NDUFS1', 'PRORP', 'MRPS35']
NSP16_Nt	REAC	REAC:R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	1.525654752808702e-08	173	54	12	10588	0.2222222222222222	0.06936416184971098	['DLD', 'NDUFS2', 'TRAP1', 'SUCLA2', 'NDUFA10', 'NDUFV2', 'NDUFV3', 'ETFA', 'ATP5F1A', 'NDUFS1', 'LRPPRC', 'COX5B']
NSP16_Nt	GO:BP	GO:0071539	protein localization to centrosome	1.379444879179674e-07	28	81	7	15979	0.08641975308641975	0.25	['CEP131', 'PIBF1', 'KIAA0753', 'C2CD3', 'CEP72', 'APC', 'CCDC14']
NSP16_Nt	REAC	REAC:R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	1.571645796847771e-07	123	54	10	10588	0.1851851851851852	0.08130081300813008	['NDUFS2', 'TRAP1', 'NDUFA10', 'NDUFV2', 'NDUFV3', 'ETFA', 'ATP5F1A', 'NDUFS1', 'LRPPRC', 'COX5B']
NSP16_Nt	GO:BP	GO:1905508	protein localization to microtubule organizing center	1.810989068392309e-07	29	81	7	15979	0.08641975308641975	0.2413793103448276	['CEP131', 'PIBF1', 'KIAA0753', 'C2CD3', 'CEP72', 'APC', 'CCDC14']
NSP16_Nt	GO:CC	GO:0009295	nucleoid	2.554212419122893e-07	40	84	7	16963	0.08333333333333333	0.175	['GRSF1', 'DBT', 'CLPX', 'FASTKD5', 'PRORP', 'LRPPRC', 'FASTKD2']
NSP16_Nt	GO:CC	GO:0042645	mitochondrial nucleoid	2.554212419122893e-07	40	84	7	16963	0.08333333333333333	0.175	['GRSF1', 'DBT', 'CLPX', 'FASTKD5', 'PRORP', 'LRPPRC', 'FASTKD2']
NSP16_Nt	REAC	REAC:R-HSA-611105	Respiratory electron transport	5.073340222149557e-07	100	54	9	10588	0.1666666666666667	0.09	['NDUFS2', 'TRAP1', 'NDUFA10', 'NDUFV2', 'NDUFV3', 'ETFA', 'NDUFS1', 'LRPPRC', 'COX5B']
NSP16_Nt	GO:BP	GO:0045333	cellular respiration	7.473077281263557e-07	157	81	11	15979	0.1358024691358025	0.07006369426751592	['DLD', 'NDUFS2', 'TRAP1', 'SUCLA2', 'NDUFA10', 'NDUFV2', 'NDUFV3', 'PNPT1', 'ETFA', 'NDUFS1', 'COX5B']
NSP16_Nt	GO:CC	GO:0005737	cytoplasm	4.122575793834057e-06	9937	84	73	16963	0.8690476190476191	0.007346281573915669	['DLD', 'ALAS1', 'SREBF1', 'CEP131', 'ACOT9', 'GRSF1', 'PHLDB2', 'MEIOC', 'NCOA4', 'EIF4ENIF1', 'NFKB1', 'NDUFS2', 'INTS7', 'PNPLA8', 'GLS', 'TRAP1', 'DAPK3', 'DBT', 'RNH1', 'OFD1', 'SUCLA2', 'AIP', 'NDUFA10', 'TTC4', 'TXNL1', 'GLUD1', 'AKAP9', 'TIMM44', 'CLPX', 'USP25', 'USP34', 'KIAA0753', 'PPP6R1', 'RALGAPA1', 'ANGEL1', 'IBTK', 'C2CD3', 'LAP3', 'CDK5RAP1', 'TRMT10C', 'CEP72', 'UGGT1', 'INTS2', 'NDUFV2', 'NDUFV3', 'FASTKD5', 'ARHGAP39', 'MRPS24', 'MRPL45', 'MCM8', 'CEP89', 'PNPT1', 'MRPS9', 'APC', 'ETFA', 'ATP5F1A', 'ACOT2', 'NDUFS1', 'PFDN5', 'PPFIA1', 'IPO8', 'PRORP', 'MICAL3', 'CDK5RAP2', 'MRPS35', 'NOL6', 'LRPPRC', 'ERC1', 'FASTKD2', 'NADK2', 'DAB2IP', 'RNF10', 'COX5B']
NSP16_Nt	GO:BP	GO:0072698	protein localization to microtubule cytoskeleton	4.183605345054753e-06	44	81	7	15979	0.08641975308641975	0.1590909090909091	['CEP131', 'PIBF1', 'KIAA0753', 'C2CD3', 'CEP72', 'APC', 'CCDC14']
NSP16_Nt	GO:CC	GO:0034451	centriolar satellite	4.722264900752938e-06	92	84	8	16963	0.09523809523809523	0.08695652173913043	['CEP131', 'OFD1', 'PIBF1', 'KIAA0753', 'C2CD3', 'CEP72', 'SSX2IP', 'CCDC14']
NSP16_Nt	GO:CC	GO:0043229	intracellular organelle	5.236095618706855e-06	11093	84	77	16963	0.9166666666666666	0.006941314342378076	['DLD', 'ALAS1', 'SREBF1', 'CEP131', 'ACOT9', 'GRSF1', 'PHLDB2', 'MEIOC', 'NCOA4', 'EIF4ENIF1', 'NFKB1', 'NDUFS2', 'INTS7', 'PNPLA8', 'GLS', 'TRAP1', 'DAPK3', 'DBT', 'RNH1', 'OFD1', 'SUCLA2', 'AIP', 'NDUFA10', 'TTC4', 'COIL', 'GLUD1', 'AKAP9', 'PIBF1', 'TIMM44', 'CLPX', 'USP25', 'KIAA0753', 'PPP6R1', 'RALGAPA1', 'ANGEL1', 'IBTK', 'C2CD3', 'LAP3', 'CDK5RAP1', 'CPSF2', 'TRMT10C', 'CEP72', 'UGGT1', 'INTS2', 'NDUFV2', 'NDUFV3', 'FASTKD5', 'MRPS24', 'MRPL45', 'MCM8', 'CEP89', 'PNPT1', 'SPICE1', 'MRPS9', 'APC', 'ETFA', 'ATP5F1A', 'ACOT2', 'RBM47', 'SSX2IP', 'NDUFS1', 'PFDN5', 'DHX8', 'IPO8', 'PRORP', 'MICAL3', 'CDK5RAP2', 'MRPS35', 'NOL6', 'LRPPRC', 'ERC1', 'FASTKD2', 'CCDC14', 'NADK2', 'DAB2IP', 'RNF10', 'COX5B']
NSP16_Nt	GO:BP	GO:0044380	protein localization to cytoskeleton	7.908863251028763e-06	48	81	7	15979	0.08641975308641975	0.1458333333333333	['CEP131', 'PIBF1', 'KIAA0753', 'C2CD3', 'CEP72', 'APC', 'CCDC14']
NSP16_Nt	CORUM	CORUM:2948	Respiratory chain complex I (incomplete intermediate), mitochondrial	2.152532210085084e-05	11	39	5	3627	0.1282051282051282	0.4545454545454545	['NDUFS2', 'NDUFA10', 'NDUFV2', 'NDUFV3', 'NDUFS1']
NSP16_Nt	GO:CC	GO:0005743	mitochondrial inner membrane	2.664101975897646e-05	407	84	13	16963	0.1547619047619048	0.03194103194103194	['NDUFS2', 'TRAP1', 'NDUFA10', 'TIMM44', 'CLPX', 'NDUFV2', 'NDUFV3', 'MRPS24', 'MRPS9', 'ATP5F1A', 'NDUFS1', 'MRPS35', 'COX5B']
NSP16_Nt	GO:BP	GO:0015980	energy derivation by oxidation of organic compounds	2.887831135186655e-05	222	81	11	15979	0.1358024691358025	0.04954954954954955	['DLD', 'NDUFS2', 'TRAP1', 'SUCLA2', 'NDUFA10', 'NDUFV2', 'NDUFV3', 'PNPT1', 'ETFA', 'NDUFS1', 'COX5B']
NSP16_Nt	GO:CC	GO:0019866	organelle inner membrane	7.25113844564816e-05	444	84	13	16963	0.1547619047619048	0.02927927927927928	['NDUFS2', 'TRAP1', 'NDUFA10', 'TIMM44', 'CLPX', 'NDUFV2', 'NDUFV3', 'MRPS24', 'MRPS9', 'ATP5F1A', 'NDUFS1', 'MRPS35', 'COX5B']
NSP16_Nt	GO:CC	GO:0043226	organelle	9.754461509404327e-05	12231	84	79	16963	0.9404761904761905	0.006458997628975554	['DLD', 'ALAS1', 'SREBF1', 'CEP131', 'ACOT9', 'GRSF1', 'PHLDB2', 'MEIOC', 'NCOA4', 'EIF4ENIF1', 'NFKB1', 'NDUFS2', 'INTS7', 'PNPLA8', 'GLS', 'TRAP1', 'DAPK3', 'DBT', 'RNH1', 'OFD1', 'SUCLA2', 'AIP', 'NDUFA10', 'TTC4', 'COIL', 'GLUD1', 'AKAP9', 'PIBF1', 'TIMM44', 'CLPX', 'USP25', 'KIAA0753', 'PPP6R1', 'RALGAPA1', 'ANGEL1', 'IBTK', 'C2CD3', 'LAP3', 'CDK5RAP1', 'CPSF2', 'TRMT10C', 'CEP72', 'UGGT1', 'INTS2', 'NDUFV2', 'NDUFV3', 'FASTKD5', 'MRPS24', 'MRPL45', 'MCM8', 'CEP89', 'PNPT1', 'SPICE1', 'MRPS9', 'APC', 'ETFA', 'ATP5F1A', 'ACOT2', 'RBM47', 'SSX2IP', 'CNKSR2', 'NDUFS1', 'PFDN5', 'DHX8', 'IPO8', 'PRORP', 'MICAL3', 'CDK5RAP2', 'MRPS35', 'NOL6', 'SOGA1', 'LRPPRC', 'ERC1', 'FASTKD2', 'CCDC14', 'NADK2', 'DAB2IP', 'RNF10', 'COX5B']
