bait	source	native	name	p_value	term_size	query_size	intersection_size	background_size	precision	recall	intersections
NSP5_C145A-Nt	GO:CC	GO:0005789	endoplasmic reticulum membrane	2.753114442591601e-07	786	28	12	16963	0.4285714285714285	0.01526717557251908	['RPN2', 'COPB2', 'TRAM1', 'HACD3', 'PIGU', 'TECR', 'STT3A', 'STT3B', 'MBOAT7', 'ATP2A2', 'RAB1B', 'HM13']
NSP5_C145A-Nt	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	3.510968517779115e-07	803	28	12	16963	0.4285714285714285	0.0149439601494396	['RPN2', 'COPB2', 'TRAM1', 'HACD3', 'PIGU', 'TECR', 'STT3A', 'STT3B', 'MBOAT7', 'ATP2A2', 'RAB1B', 'HM13']
NSP5_C145A-Nt	GO:MF	GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	3.406028044473487e-05	6	29	3	16268	0.103448275862069	0.5	['RPN2', 'STT3A', 'STT3B']
NSP5_C145A-Nt	GO:MF	GO:0004576	oligosaccharyl transferase activity	9.514027302345599e-05	8	29	3	16268	0.103448275862069	0.375	['RPN2', 'STT3A', 'STT3B']
NSP5_C145A-Nt	GO:CC	GO:0008250	oligosaccharyltransferase complex	0.0001747671583444095	12	28	3	16963	0.1071428571428571	0.25	['RPN2', 'STT3A', 'STT3B']
NSP5_C145A-Nt	GO:CC	GO:0030176	integral component of endoplasmic reticulum membrane	0.0007867664415010347	148	28	5	16963	0.1785714285714286	0.03378378378378379	['TRAM1', 'HACD3', 'PIGU', 'TECR', 'HM13']
NSP5_C145A-Nt	GO:CC	GO:0031227	intrinsic component of endoplasmic reticulum membrane	0.0009865091457472443	155	28	5	16963	0.1785714285714286	0.03225806451612903	['TRAM1', 'HACD3', 'PIGU', 'TECR', 'HM13']
NSP5_C145A-Nt	GO:CC	GO:0005783	endoplasmic reticulum	0.002275650510507129	1191	28	10	16963	0.3571428571428572	0.008396305625524769	['RPN2', 'TRAM1', 'HACD3', 'PIGU', 'TECR', 'STT3A', 'STT3B', 'ATP2A2', 'RPL36AL', 'HM13']
NSP5_C145A-Nt	GO:BP	GO:0043686	co-translational protein modification	0.004909950022617496	2	27	2	15979	0.07407407407407407	1.0	['STT3A', 'STT3B']
NSP5_Ct	REAC	REAC:R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	1.504129844899372e-35	113	138	34	10588	0.2463768115942029	0.3008849557522124	['RPL9', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL12', 'RPL23', 'RPL18A', 'RPL21', 'RPL26', 'RPL27', 'RPL30', 'RPL27A', 'RPL35A', 'RPS6', 'RPS7', 'RPS9', 'RPS11', 'RPS24', 'RPS27', 'RPL13A', 'RPN1', 'DDOST', 'TRAM1', 'RPS27L', 'RPL13', 'RPL18', 'RPL28', 'RPL36AL', 'RPS3', 'RPL15', 'RPN2', 'RPL32', 'RPS4Y1']
